Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1135;19400158378;"Foundations and Trends in Microeconomics";journal;"15479846, 15479854";"Now Publishers Inc";No;No;0,131;Q4;21;0;1;0;1;1;1,00;0,00;0,00;0;0;United States;Northern America;"Now Publishers Inc";"2005-2015, 2017-2018, 2021";"Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
1136;21100407612;"Library of Economic History";book series;"18773206";"Brill Academic Publishers";No;No;0,131;Q4;5;13;3;1561;0;1;0,00;120,08;100,00;0;3;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2010, 2012-2015, 2017-2019, 2021-2022";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Arts and Humanities; Economics, Econometrics and Finance"
1137;21100407604;"Monies, Markets, and Finance in East Asia 1600-1900";book series;"22102876";"Brill Academic Publishers";No;No;0,131;Q4;4;0;2;0;0;2;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2010, 2013, 2015-2016, 2018-2020";"History (Q2); Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1138;58669;"Research in Economic Anthropology";book series;"01901281";"Emerald Group Publishing Ltd.";No;No;0,131;Q4;21;23;35;378;6;10;0,08;16,43;0,00;0;14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983, 1987, 2002-2004, 2006-2008, 2010-2022, 2024";"Anthropology (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1139;21100905630;"Series on Chinese Economics Research";book series;"22511644";"World Scientific";No;No;0,131;Q4;2;0;81;0;2;4;0,02;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2019-2021, 2023";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1140;21100892746;"World Scientific Handbook in Financial Economics Series";book series;"20101732";"World Scientific";No;No;0,131;Q4;3;0;68;0;3;1;0,06;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2018-2020";"Finance (Q4)";"Economics, Econometrics and Finance"
1141;21101045281;"Economic Alternatives";journal;"23679409, 13127462";"University of National and World Economy";No;No;0,130;Q4;7;38;123;1470;37;122;0,33;38,68;48,57;0;17;Bulgaria;Eastern Europe;"University of National and World Economy";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1142;21100889706;"Ekonomiaz";journal;"23404051, 02133865";"Servicio Central Publicaciones. Gobierno vasco";Yes;Yes;0,130;Q4;7;25;88;1074;26;82;0,25;42,96;41,46;0;15;Spain;Western Europe;"Servicio Central Publicaciones. Gobierno vasco";"2016-2024";"Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1143;19700200704;"International Journal of Business and Management Science";journal;"18376614, 1985692X";"Society for Alliance, Fidelity and Advancement";No;No;0,130;Q4;12;0;52;0;14;52;0,13;0,00;0,00;0;0;Australia;Pacific Region;"Society for Alliance, Fidelity and Advancement";"2008-2012, 2016-2021";"Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1144;21100856146;"IPPR Progressive Review";journal;"25732331";"John Wiley &amp; Sons Inc.";No;No;0,130;Q4;10;50;139;0;48;100;0,31;0,00;43,59;6;9;United States;Northern America;"John Wiley &amp; Sons Inc.";"2017-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1145;28956;"Jahrbuch fur Wirtschaftsgeschichte";journal;"00752800, 21966842";"Walter de Gruyter GmbH";Yes;Yes;0,130;Q4;10;20;60;464;10;60;0,12;23,20;25,00;5;9;Germany;Western Europe;"Walter de Gruyter GmbH";"1960-1996, 1999-2024";"History (Q2); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance"
1146;21101043376;"Journal of Business Ethics Education";journal;"16495195, 20444559";"NeilsonJournals Publishing";No;No;0,129;Q4;4;15;50;754;11;49;0,15;50,27;47,06;0;5;United Kingdom;Western Europe;"NeilsonJournals Publishing";"2019-2023";"Philosophy (Q3); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Education (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1147;21101033834;"Review of Applied Socio-Economic Research";journal;"22476172";"Pro Global Science Association";No;No;0,129;Q4;5;25;50;1058;16;46;0,42;42,32;45,10;0;15;Romania;Eastern Europe;"Pro Global Science Association";"2019-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Social Sciences (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1148;21100842861;"International Journal of Agricultural Management";journal;"20473710";"Institute of Agricultural Management";Yes;No;0,128;Q4;8;0;41;0;15;41;0,32;0,00;0,00;0;0;United Kingdom;Western Europe;"Institute of Agricultural Management";"2017-2020";"Agricultural and Biological Sciences (miscellaneous) (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
1149;21101077108;"Revue d'Histoire de la Pensee Economique";journal;"24964646, 24958670";"Classiques Garnier";No;No;0,128;Q4;2;19;57;901;8;49;0,16;47,42;5,56;0;3;France;Western Europe;"Classiques Garnier";"2019-2023";"Economics and Econometrics (Q4); History and Philosophy of Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance"
1150;4800153109;"Advances in Taxation";book series;"10587497";"Emerald Group Publishing Ltd.";No;No;0,127;Q4;11;0;31;0;8;20;0,29;0,00;0,00;0;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2004, 2006, 2008, 2010, 2012, 2014-2021, 2023-2024";"Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1151;21101060495;"Journal of Entrepreneurial and Organizational Diversity";journal;"22818642";"EURICSE";No;No;0,127;Q4;5;4;26;254;12;26;0,24;63,50;100,00;0;2;Italy;Western Europe;"EURICSE";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Organizational Behavior and Human Resource Management (Q4); Social Sciences (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1152;82318;"Revista de Estudios Regionales";journal;"02137585";"Departamento de Politica Economica, Facultad de Ciencias Economicas y Empresariales";No;No;0,127;Q4;11;19;45;1021;17;45;0,21;53,74;40,00;1;13;Spain;Western Europe;"Departamento de Politica Economica, Facultad de Ciencias Economicas y Empresariales";"1978, 2006, 2012-2024";"Development (Q4); Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1153;21101060493;"Zeitschrift fur Unternehmensgeschichte";journal;"23672293, 03422852";"De Gruyter Oldenbourg";No;No;0,127;Q4;10;10;31;135;7;31;0,14;13,50;41,67;0;4;Germany;Western Europe;"De Gruyter Oldenbourg";"1996-2024";"History (Q2); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
1154;17600155224;"Economie et Prevision";journal;"02494744, 17775795";"Documentation Francaise";No;No;0,126;Q4;15;0;22;0;6;22;0,00;0,00;0,00;0;0;France;Western Europe;"Documentation Francaise";"2001-2013, 2015-2021";"Business and International Management (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1155;21101038805;"Eurasian Studies in Business and Economics";book series;"23645067, 23645075";"Springer Science and Business Media B.V.";No;No;0,126;Q4;10;87;383;3656;110;253;0,29;42,02;0,00;1;44;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2015-2024";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1156;21100972603;"History of Retailing and Consumption";journal;"2373518X, 23735171";"Routledge";No;No;0,126;Q4;4;16;43;885;15;40;0,33;55,31;50,00;0;6;United Kingdom;Western Europe;"Routledge";"2019-2024";"History (Q3); Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
1157;4800156204;"Revista Brasileira de Economia";journal;"00347140";"Fundacao Getulio Vargas";Yes;No;0,126;Q4;16;16;67;450;17;66;0,18;28,13;14,71;6;5;Brazil;Latin America;"Fundacao Getulio Vargas";"2001-2002, 2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1158;26285;"Revue d'Economie du Developpement";journal;"17821517, 12454060";"Boeck Universite";No;No;0,126;Q4;12;35;36;415;14;35;0,25;11,86;36,51;1;16;Belgium;Western Europe;"Boeck Universite";"1993-2024";"Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1159;21100837464;"Central European Journal of Economic Modelling and Econometrics";journal;"2080119X, 20800886";"Polish Academy of Sciencies-Lodz Branch";Yes;Yes;0,125;Q4;7;15;43;601;17;43;0,26;40,07;28,57;0;6;Poland;Eastern Europe;"Polish Academy of Sciencies-Lodz Branch";"2017-2024";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics"
1160;19400157109;"China Nonprofit Review";journal;"18765149, 18765092";"Tsinghua University Press";No;No;0,125;Q4;6;5;38;193;15;38;0,41;38,60;42,86;0;1;Netherlands;Western Europe;"Tsinghua University Press";"2009-2022";"Economics and Econometrics (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1161;21100258758;"African Finance Journal";journal;"16059786";"University of Stellenbosch";No;No;0,124;Q4;7;9;20;412;8;20;0,08;45,78;23,81;0;1;South Africa;Africa;"University of Stellenbosch";"2013-2024";"Finance (Q4)";"Economics, Econometrics and Finance"
1162;21101034343;"European Journal of Business Science and Technology";journal;"26947161, 23366494";"Mendel University in Brno";Yes;Yes;0,124;Q4;6;14;37;549;13;37;0,35;39,21;25,93;0;9;Czech Republic;Eastern Europe;"Mendel University in Brno";"2019-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1163;19900193627;"eJournal of Tax Research";journal;"14482398";"Australian School of Business, University of New South Wales";No;No;0,123;Q4;14;8;61;741;23;59;0,20;92,63;35,00;0;3;Australia;Pacific Region;"Australian School of Business, University of New South Wales";"2011-2024";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1164;21101042951;"Estonian Discussions on Economic Policy";journal;"22281878, 17365597";"Mattimar OU";Yes;Yes;0,123;Q4;3;37;58;254;2;54;0,05;6,86;21,43;0;6;Estonia;Eastern Europe;"Mattimar OU";"2019-2024";"Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Public Administration (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1165;28392;"African Economic History";journal;"01452258";"University of Wisconsin at Madison";No;No;0,122;Q4;15;18;37;898;14;37;0,31;49,89;56,25;0;7;United States;Northern America;"University of Wisconsin at Madison";"1976, 1981, 1999-2024";"History (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance"
1166;21100878679;"Graziadio Business Review";journal;"21592977";"Graziadio School of Business and Management-Pepperdine University";No;No;0,122;Q4;2;0;37;0;3;28;0,05;0,00;0,00;0;0;United States;Northern America;"Graziadio School of Business and Management-Pepperdine University";"2018-2021";"Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1167;27015;"Journal of Energy and Development";journal;"03614476";"International Research Center for Energy and Economic Development";No;No;0,122;Q4;10;1;30;26;10;27;0,35;26,00;0,00;0;1;United States;Northern America;"International Research Center for Energy and Economic Development";"1979-1986, 1988, 2011-2014, 2016-2024";"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Energy"
1168;21100902690;"Credit and Capital Markets";journal;"21991227, 21991235";"Duncker und Humblot GmbH";No;No;0,121;Q4;6;21;70;892;15;65;0,17;42,48;17,95;0;5;Germany;Western Europe;"Duncker und Humblot GmbH";"2016-2023";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1169;21100970293;"European Procurement and Public Private Partnership Law Review";journal;"21947384, 21947376";"Lexxion Verlagsgesellschaft mbH";No;No;0,121;Q4;3;31;107;0;16;75;0,09;0,00;51,61;1;7;Germany;Western Europe;"Lexxion Verlagsgesellschaft mbH";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1170;21101050917;"Corporate Governance and Organizational Behavior Review (discontinued)";journal;"25211889, 25211870";"Virtus Interpress";No;No;0,119;Q4;9;100;41;5082;27;36;0,76;50,82;34,43;1;47;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2024";"Finance (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
1171;21100896341;"Journal of Investment Strategies";journal;"20471238, 20471246";"Infopro digital";No;No;0,119;Q4;4;12;36;333;7;36;0,29;27,75;11,54;0;0;United Kingdom;Western Europe;"Infopro digital";"2018-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1172;21100890298;"Journal of the Australasian Tax Teachers Association";journal;"1832911X";"Australasian Tax Teachers' Association";Yes;No;0,119;Q4;5;10;32;448;9;28;0,20;44,80;41,18;0;2;Australia;Pacific Region;"Australasian Tax Teachers' Association";"2018-2023";"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1173;22339;"Nigerian Journal of Economic and Social Studies";journal;"00290092";"Nigerian Economic Society";No;No;0,119;Q4;6;17;40;731;12;40;0,32;43,00;30,56;0;12;Nigeria;Africa;"Nigerian Economic Society";"1967, 1974-1977, 1982, 1984-1988, 1992, 1996-2009, 2016-2024";"Economics and Econometrics (Q4); Finance (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1174;7600153109;"Revista de Economia del Rosario";journal;"01235362";"Universidad del Rosario";Yes;Yes;0,119;Q4;9;9;30;354;9;30;0,19;39,33;26,32;4;5;Colombia;Latin America;"Universidad del Rosario";"2007-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1175;17700156014;"Travail, Genre et Societes";journal;"12946303";"Editions La Decouverte";No;No;0,119;Q4;18;53;84;695;26;81;0,25;13,11;75,44;2;0;France;Western Europe;"Editions La Decouverte";"2001-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Gender Studies (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
